Barcode,Call Number,ID,Lname,Fname,LName2,FName2,TheRest,Author/Editor,Title,Volume/Edition,Holding,Sort1,Sort2,DO NOT INCLUDE,DECIMAL CHECK,Don't Include,Sort3,Nope,Sort4,Sort5,Sort6,Sort7,Sort8,Sort9,Sort10,Sort11,Sort12,Sort13,Sort14,Processing Notes,APA Citation,Chicago Citation,Date of Entry,Notes,Column1,Column2
L0112067939,Z 695.2 S625 2004,5768,,,,,,Society of American Archivists,Describing archives : a content standard,,Z 695.2 S625 2004,Z,695.2,S625,TRUE,.S625,.S,#NAME?,625,#NAME?,2004,,,,,,,,,,,,,,,
L0112067897,Z 695.2 S625 2004,,,,,,,Society of American Archivists,Describing archives : a content standard,,Z 695.2 S625 2004,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,,,
L0112067855,Z 695.2 .S625 2013,7490,,,,,,Society of American Archivists,Describing archives : a content standard,Second edition,Z 695.2 .S625 2013,Z,695.2,.S625,FALSE,.S625,.S,#NAME?,625,#NAME?,2013,,,,,,,,,,,,,,,
L0112067814,Z 695.27 B47 1982,4171,,,,,,"Betz, Elisabeth W.",Graphic materials : rules for describing original items and historical collections,,Z 695.27 B47 1982,Z,695.27,B47,TRUE,.B47,.B,#NAME?,47,#NAME?,1982,,,,,,,,,,,,,,,
L0112067772,Z 695.27 B47 1982,,,,,,,"Betz, Elisabeth W.",Graphic materials : rules for describing original items and historical collections,,Z 695.27 B47 1982,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,,,
L0112067731,Z 695.27 L52 1995,4261,,,,,,,Thesaurus for graphic materials - TGMI & II,,Z 695.27 L52 1995,Z,695.27,L52,TRUE,.L52,.L,#NAME?,52,#NAME?,1995,,,,,,,,,,,,,,,
L0112067699,Z 695.27 Z56 1986,4173,,,,,,"Zinkham, Helena | Parker, Elisabeth Betz",Descriptive terms for graphic materials,,Z 695.27 Z56 1986,Z,695.27,Z56,TRUE,.Z56,.Z,#NAME?,56,#NAME?,1986,,,,,,,,,,,,,,,
L0112067657,Z 695.37 I57 1994,4174,,,,,,The Interactive Multimedia Guidelines Review Task Force,Guidelines for bibliographic description of interactive multimedia,,Z 695.37 I57 1994,Z,695.37,I57,TRUE,.I57,.I,#NAME?,57,#NAME?,1994,,,,,,,,,,,,,,,
L0112067616,Z 695.37 I57 1994,,,,,,,The Interactive Multimedia Guidelines Review Task Force,Guidelines for bibliographic description of interactive multimedia,,Z 695.37 I57 1994,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,,,
L0112067574,Z 695.44 H34 1986,4176,,,,,,"Hallam, Adele",Cataloging rules for the description of looseleaf publications,,Z 695.44 H34 1986,Z,695.44,H34,TRUE,.H34,.H,#NAME?,34,#NAME?,1986,,,,,,,,,,,,,,,
L0112067533,Z 695.44 H34 1989,4177,,,,,,"Hallam, Adele",Cataloging rules for the description of looseleaf publications,Second edition,Z 695.44 H34 1989,Z,695.44,H34,TRUE,.H34,.H,#NAME?,34,#NAME?,1989,,,,,,,,,,,,,,,
L0112067491,Z 695.5 W69m,4178,,,,,,"Wilson, William Jerome",Manuscript cataloging,,Z 695.5 W69m,Z,695.5,W69m,TRUE,.W69m,.W,#NAME?,69,#NAME?,,,,,,,,,,,,,,,,
L0112067921,Z 695.6 B81n,4179,,,,,,"Brown, Lloyd A.",Notes on the care & cataloguing of old maps,,Z 695.6 B81n,Z,695.6,B81n,TRUE,.B81n,.B,#NAME?,81,#NAME?,,,,,,,,,,,,,,,,
L0112067525,Z 695.6 C37 1982,4180,,,,,,"Stibbe, Hugo L.P.",Cartographic materials,,Z 695.6 C37 1982,Z,695.6,C37,TRUE,.C37,.C,#NAME?,37,#NAME?,1982,,,,,,,,,,,,,,,
L0112067889,Z 695.6 H28r 1950a,4182,,,,,,"Harlow, Neal | Horn, Andrew",Map manual,,Z 695.6 H28r 1950a,Z,695.6,H28r,TRUE,.H28r,.H,#NAME?,28,#NAME?,1950a,,,,,,,,,,,,,,,
L0112067848,Z 695.6 I82c 1987,4183,,,,,,,ISBD (CM): for cartographic materials,,Z 695.6 I82c 1987,Z,695.6,I82c,TRUE,.I82c,.I,#NAME?,82,#NAME?,1987,,,,,,,,,,,,,,,
L0112067806,Z 695.6 M36 1984,4184,,,,,,"Mangan, Elizabeth Unger",MARC conversion manual: maps,,Z 695.6 M36 1984,Z,695.6,M36,TRUE,.M36,.M,#NAME?,36,#NAME?,1984,,,,,,,,,,,,,,,
L0112067764,Z 695.6 P84m,4185,,,,,,"Post, J.B.",Map librarianship - Drexel Library Quarterly 9:4,,Z 695.6 P84m,Z,695.6,P84m,TRUE,.P84m,.P,#NAME?,84,#NAME?,,,,,,,,,,,,,,,,
L0112067723,Z 695.6 S74r,4186,,,,,,,Recent practices in map libraries,Proceedings,Z 695.6 S74r,Z,695.6,S74r,TRUE,.S74r,.S,#NAME?,74,#NAME?,,,,,,,,,,,,,,,,
L0112067681,Z 695.6 S95m,4187,,,,,,"Stibbe, H.L.P.",MARC - maps : the history of its development and a current assessment,,Z 695.6 S95m,Z,695.6,S95m,TRUE,.S95m,.S,#NAME?,95,#NAME?,,,,,,,,,,,,,,,,
L0112067566,Z 695.6 U58ma 1976 addenda,4190,,,,,,,Maps: A MARC format - addenda,,Z 695.6 U58ma 1976 addenda,Z,695.6,U58ma,TRUE,.U58ma,.U,#NAME?,58,#NAME?,1976,addenda,,,,,,,,,,,,,,
L0112067608,Z 695.6 U58ma 1976,4189,,,,,,,Maps: A MARC format,,Z 695.6 U58ma 1976,Z,695.6,U58ma,TRUE,.U58ma,.U,#NAME?,58,#NAME?,1976,,,,,,,,,,,,,,,
L0112067640,Z 695.6 U58m 1947,4188,,,,,,,U.S. Army map service  Map depository manual,AMS Tech no 20,Z 695.6 U58m 1947,Z,695.6,U58m,TRUE,.U58m,.U,#NAME?,58,#NAME?,1947,,,,,,,,,,,,,,,
L0112067830,Z 695.615 D36,4193,,,,,,"Dodd, Sue A. | S|berg-Fox, Ann M.",Cataloging microcomputer files,,Z 695.615 D36,Z,695.615,D36,TRUE,.D36,.D,#NAME?,36,#NAME?,,,,,,,,,,,,,,,,
L0112067798,Z 695.615 O44 1988,4195,,,,,,"Olson, Nancy B.",Cataloging microcomputer software,,Z 695.615 O44 1988,Z,695.615,O44,TRUE,.O44,.O,#NAME?,44,#NAME?,1988,,,,,,,,,,,,,,,
L0112067756,Z 695.615 O47,4196,,,,,,"Olson, Nancy B.",A manual of AACR2 examples for microcomupter softw,,Z 695.615 O47,Z,695.615,O47,TRUE,.O47,.O,#NAME?,47,#NAME?,,,,,,,,,,,,,,,,
L0112067715,Z 695.62 W67t,4197,,,,,,"Williams, B.J.S.",Thesaurus of micrographic terms,Second ed.,Z 695.62 W67t,Z,695.62,W67t,TRUE,.W67t,.W,#NAME?,67,#NAME?,,,,,,,,,,,,,,,,
L0112067673,Z 695.64 A83f,4198,,,,,,,Film cataloging rules,,Z 695.64 A83f,Z,695.64,A83f,TRUE,.A83f,.A,#NAME?,83,#NAME?,,,,,,,,,,,,,,,,
L0112067632,Z 695.64 C28p,,,,,,,Subject Headings Committee Audio-Visual Division California Library Association,Public library subject headings for 16mm motion pictures,,Z 695.64 C28p,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,,,
L0112067590,Z 695.64 C28p 1974,4201,,,,,,Subject Headings Committee Audio-Visual Division California Library Association,Public library subject headings for 16mm motion pictures,revised,Z 695.64 C28p 1974,Z,695.64,C28p,TRUE,.C28p,.C,#NAME?,28,#NAME?,1974,,,,,,,,,,,,,,,
L0112067558,Z 695.64 C28p 1974,,,,,,,Subject Headings Committee Audio-Visual Division California Library Association,Public library subject headings for 16mm motion pictures,revised,Z 695.64 C28p 1974,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,,,
L0112067517,Z 695.64 D99a,4202,,,,,,"Dykstra, Mary",Access to film information: an indexing and retrie,,Z 695.64 D99a,Z,695.64,D99a,TRUE,.D99a,.D,#NAME?,99,#NAME?,,,,,,,,,,,,,,,,
L0112067475,Z 695.64 L499s,4203,,,,,,"Ledoux, Jacques",Study of the establishment of national centres for,,Z 695.64 L499s,Z,695.64,L499s,TRUE,.L499s,.L,#NAME?,499,#NAME?,,,,,,,,,,,,,,,,
L0112067905,Z 695.64 M68,4204,,,,,,"Moulds, Michael",FIAF classification scheme for literature on film,,Z 695.64 M68,Z,695.64,M68,TRUE,.M68,.M,#NAME?,68,#NAME?,,,,,,,,,,,,,,,,
,Z 695.64 N48c,4205,,,,,,,The museum of modern art library  Classif. For mot,corrected version,Z 695.64 N48c,Z,695.64,N48c,TRUE,.N48c,.N,#NAME?,48,#NAME?,,,,,,,,,,Taken off shelf - needs repairs in a bad way,,,,,,
L0112067863,Z 695.64 S664f 1976,4206,,,,,,"Smither, Robert B. N. | Penn, David J.",Film cataloging handbook,,Z 695.64 S664f 1976,Z,695.64,S664f,TRUE,.S664f,.S,#NAME?,664,#NAME?,1976,,,,,,,,,,,,,,,
L0112067822,Z 695.64 S814c,4207,,,,,,"Steele, Robert",The cataloging and classification of cinema litera,,Z 695.64 S814c,Z,695.64,S814c,TRUE,.S814c,.S,#NAME?,814,#NAME?,,,,,,,,,,,,,,,,
L0112067780,Z 695.64 U58r,4208,,,,,,,Rules for descriptive cataloging in the LC - motio,Second ed.,Z 695.64 U58r,Z,695.64,U58r,TRUE,.U58r,.U,#NAME?,58,#NAME?,,,,,,,,,,,,,,,,
,Z 695.64 W47 2000,4209,,,,,,,Archival moving image materials  A cataloging manu,Second ed.,Z 695.64 W47 2000,Z,695.64,W47,TRUE,.W47,.W,#NAME?,47,#NAME?,2000,,,,,,,,,,,,,MISSING 1/9/2019,,
L0112067749,Z 695.64 Y43 2007,6640,,,,,,"Yee, Martha M.",Moving image cataloging: How to create and how to use a moving image catalog,,Z 695.64 Y43 2007,Z,695.64,Y43,TRUE,.Y43,.Y,#NAME?,43,#NAME?,2007,,,,,,,,,,,,,,,
L0112067707,Z 695.64 Y44 1988,4210,,,,,,"Yee, Martha M.",Moving image materials: genre terms,,Z 695.64 Y44 1988,Z,695.64,Y44,TRUE,.Y44,.Y,#NAME?,44,#NAME?,1988,,,,,,,,,,,,,,,
L0112067665,Z 695.655 B35 2001,5639,,,,,,"Baker, Nicholson",Double Fold,,Z 695.655 B35 2001,Z,695.655,B35,TRUE,.B35,.B,#NAME?,35,#NAME?,2001,,,,,,,,,,,,,,,
L0112067624,Z 695.655 B98 1990,4212,,,,,,"Butler, Todd",Newpaper cataloging and union listing manual,,Z 695.655 B98 1990,Z,695.655,B98,TRUE,.B98,.B,#NAME?,98,#NAME?,1990,,,,,,,,,,,,,,,
L0112067582,Z 695.66 A22,4214,,,,,,"Johnson, Jean Thornton",AV cataloging and processing simplified,,Z 695.66 A22,Z,695.66,A22,TRUE,.A22,.A,#NAME?,22,#NAME?,,,,,,,,,,,,,,,,
L0112067509,Z 695.66 A84 1972,4216,,,,,,,Standards for catalogin nonprint materials,Third ed.,Z 695.66 A84 1972,Z,695.66,A84,TRUE,.A84,.A,#NAME?,84,#NAME?,1972,,,,,,,,,,,,,,,
L0112067467,Z 695.66 A84 1976,4217,,,,,,,Standards for catalogin nonprint materials,Fourth ed.,Z 695.66 A84 1976,Z,695.66,A84,TRUE,.A84,.A,#NAME?,84,#NAME?,1976,,,,,,,,,,,,,,,
L0112067541,Z 695.66 A589,4215,,,,,,,AACR chapter 12 Audiovisual media & special instru,Revised ed.,Z 695.66 A589,Z,695.66,A589,TRUE,.A589,.A,#NAME?,589,#NAME?,,,,,,,,,,,,,,,,
L0112068416,Z 695.66 B47,4218,,,,,,"Grove, Pearce S. | Clemnet, Evelyn G.",Bibliographic control of nonprint materials,,Z 695.66 B47,Z,695.66,B47,TRUE,.B47,.B,#NAME?,47,#NAME?,,,,,,,,,,,,,,,,
L0112068333,Z 695.66 C6 1955,4220,,,,,,"Collison, Robert L.",The treatment of special material in libraries,,Z 695.66 C6 1955,Z,695.66,C6,TRUE,.C6,.C,#NAME?,6,#NAME?,1955,,,,,,,,,,,,,,,
L0112068374,Z 695.66 C12c,4219,,,,,,,The organization of nonbook materials in school li,,Z 695.66 C12c,Z,695.66,C12c,TRUE,.C12c,.C,#NAME?,12,#NAME?,,,,,,,,,,,,,,,,
L0112068291,Z 695.66 C87c,4221,,,,,,"Croghan, Antony",A code for cataloguing non book media,,Z 695.66 C87c,Z,695.66,C87c,TRUE,.C87c,.C,#NAME?,87,#NAME?,,,,,,,,,,,,,,,,
L0112068259,Z 695.66 C87t,4222,,,,,,"Croghan, Antony",A thesaurus-classification for non book media,,Z 695.66 C87t,Z,695.66,C87t,TRUE,.C87t,.C,#NAME?,87,#NAME?,,,,,,,,,,,,,,,,
L0112068218,Z 695.66 D14o 1986,4213,,,,,,"Daily, Jay E.",Organizing nonprint materials,Second ed.,Z 695.66 D14o 1986,Z,695.66,D14o,TRUE,.D14o,.D,#NAME?,14,#NAME?,1986,,,,,,,,,,,,,,,
L0112068176,Z 695.66 F57,4223,,,,,,"Fleischer, Eugene | Goodman, Helen",Cataloguing audiovisual materials,,Z 695.66 F57,Z,695.66,F57,TRUE,.F57,.F,#NAME?,57,#NAME?,,,,,,,,,,,,,,,,
L0112068135,Z 695.66 F76 1983,4224,,,,,,"Frost, Carolyn O.",Cataloging nonbook materials  Problems in theory &,,Z 695.66 F76 1983,Z,695.66,F76,TRUE,.F76,.F,#NAME?,76,#NAME?,1983,,,,,,,,,,,,,,,
L0112068093,Z 695.66 F78 1989,4225,,,,,,"Frost, Carolyn O.",Media access and organization,,Z 695.66 F78 1989,Z,695.66,F78,TRUE,.F78,.F,#NAME?,78,#NAME?,1989,,,,,,,,,,,,,,,
L0112068051,Z 695.66 G37n,4226,,,,,,"Gilbert, Leslie A. | Wright, Jan W.",Non-book materials:  their bibliographic control,Working paper 6,Z 695.66 G37n,Z,695.66,G37n,TRUE,.G37n,.G,#NAME?,37,#NAME?,,,,,,,,,,,,,,,,
L0112068010,Z 695.66 I82n 1987,4227,,,,,,,ISBD (NBM): for non-book materials,Revised ed.,Z 695.66 I82n 1987,Z,695.66,I82n,TRUE,.I82n,.I,#NAME?,82,#NAME?,1987,,,,,,,,,,,,,,,
,Z 695.66 L2li,4228,,,,,,"Lamy-Rousseau, Francoise",Easy method for inventory-taking and classificatio,First ed. Revised,Z 695.66 L2li,Z,695.66,L2li,TRUE,.L2li,.L,#NAME?,2,#NAME?,,,,,,,,,,,,,,MISSING 3/19/2019,,
L0112067970,Z 695.66 L21i,6639,,,,,,"Lamy-Rousseau, Francoise",Inventoriez et classez facilement vos documents audio-visuels / Easy method for inventory-taking and classification of audio-visual material,,Z 695.66 L21i,Z,695.66,L21i,TRUE,.L21i,.L,#NAME?,21,#NAME?,,,,,,,,,,,,,,,,
L0112067962,Z 695.66 L82n,4229,,,,,,"Loertscher, David V.",A nonbook cataloging sampler,Student ed.,Z 695.66 L82n,Z,695.66,L82n,TRUE,.L82n,.L,#NAME?,82,#NAME?,,,,,,,,,,,,,,,,
L0112068002,Z 695.66 N2,4230,,,,,,,Cataloging nonprint at NMAC,,Z 695.66 N2,Z,695.66,N2,TRUE,.N2,.N,#NAME?,2,#NAME?,,,,,,,,,,,,,,,,
L0112068044,Z 695.66 N8,4231,,,,,,,Organizing audiovisual materials in the school med,,Z 695.66 N8,Z,695.66,N8,TRUE,.N8,.N,#NAME?,8,#NAME?,,,,,,,,,,,,,,,,
L0112068085,Z 695.66 O43 1985,4232,,,,,,"Olson, Nancy B.",Cataloging of audiovisual materials,Second edition,Z 695.66 O43 1985,Z,695.66,O43,TRUE,.O43,.O,#NAME?,43,#NAME?,1985,,,,,,,,,,,,,,,
L0112068200,Z 695.66 O52ca 1998,7159,,,,,,"Olson, Nancy B.",Cataloging of Audiovisual Materials,Fourth edition,Z 695.66 O52ca 1998,Z,695.66,O52ca,TRUE,.O52ca,.O,#NAME?,52,#NAME?,1998,,,,,,,,,,,,,,,
L0112068242,Z 695.66 O52c 1981,4233,,,,,,"Olson, Nancy B.",Cataloging of audiovisual materials,,Z 695.66 O52c 1981,Z,695.66,O52c,TRUE,.O52c,.O,#NAME?,52,#NAME?,1981,,,,,,,,,,,,,,,
L0112068168,Z 695.66 O52m,7160,,,,,,"Olson, Nancy B.",A manual of AACR2 examples for microcomputer software and video games,,Z 695.66 O52m,Z,695.66,O52m,TRUE,.O52m,.O,#NAME?,52,#NAME?,,,,,,,,,,,,,,,,
L0112068127,Z 695.66b O498 1993,7158,,,,,,"Olson, Nancy B.",Cataloger's guide to MARC coding and tagging of audiovisual materials,,Z 695.66b O498 1993,Z,695.66,O498,TRUE,.O498,.O,#NAME?,498,#NAME?,1993,,,,,,,,,,,,,,,
L0112068325,Z 695.66 R63 1982,4234,,,,,,"Rogers, JoAnn V.",Nonprint cataloging for multimedia collections,,Z 695.66 R63 1982,Z,695.66,R63,TRUE,.R63,.R,#NAME?,63,#NAME?,1982,,,,,,,,,,,,,,,
L0112068283,Z 695.66 R63 1987,4235,,,,,,"Rogers, JoAnn V., Saye, Jerry D.",Nonprint cataloging for multimedia collections,Second ed.,Z 695.66 R63 1987,Z,695.66,R63,TRUE,.R63,.R,#NAME?,63,#NAME?,1987,,,,,,,,,,,,,,,
L0112068366,Z 695.66 T668,4236,,,,,,"Hektoen, Faith H. | Rinehart, Jeanne R.",Toys to go,Fourth printing,Z 695.66 T668,Z,695.66,T668,TRUE,.T668,.T,#NAME?,668,#NAME?,,,,,,,,,,,,,,,,
L0112068390,Z 695.66 W4 1979,4238,,,,,,"Weish, Jean| Lewis, Shirley | MacDonald, Janet",Non-book materials,Second ed.,Z 695.66 W4 1979,Z,695.66,W4,TRUE,.W4,.W,#NAME?,4,#NAME?,1979,,,,,,,,,,,,,,,
L0112068408,Z 695.66 W4,4237,,,,,,"Riddle, Jean| Lewis, Shirley | MacDonald, Janet",Non-book materials,,Z 695.66 W4,Z,695.66,W4,TRUE,.W4,.W,#NAME?,4,#NAME?,,,,,,,,,,,,,,,,
L0112068358,Z 695.66 W46n,4239,,,,,,"Wellisch, Hans",Nonbook materials   A bibliography of recent publi,Student no. 6,Z 695.66 W46n,Z,695.66,W46n,TRUE,.W46n,.W,#NAME?,46,#NAME?,,,,,,,,,,,,,,,,
L0112068275,Z 695.66 W48s 1956,4241,,,,,,"Ball, Miriam Ogden",Subject headings for the information file,Eighth ed.,Z 695.66 W48s 1956,Z,695.66,W48s,TRUE,.W48s,.W,#NAME?,48,#NAME?,1956,,,,,,,,,,,,,,,
L0112068317,Z 695.66 W48s,4240,,,,,,"Wenman, Lois M. | Ball, Miriam Ogden",Subject headings for the information file,Fifth ed.,Z 695.66 W48s,Z,695.66,W48s,TRUE,.W48s,.W,#NAME?,48,#NAME?,,,,,,,,,,,,,,,,
L0112068192,Z 695.7 B54 1986,4243,,,,,,"Blixrud, Julia C.",A manual of AACR2 examples for serials,Second ed.,Z 695.7 B54 1986,Z,695.7,B54,TRUE,.B54,.B,#NAME?,54,#NAME?,1986,,,,,,,,,,,,,,,
L0112068234,Z 695.7 B54,4242,,,,,,"Blixrud, Julia C. | Snesrud, Janet E.",A manual of AACR2 examples for serials,,Z 695.7 B54,Z,695.7,B54,TRUE,.B54,.B,#NAME?,54,#NAME?,,,,,,,,,,,,,,,,
L0112068150,Z 695.7 C16s,4244,,,,,,"Cannon, Judith Proctor",Special problems in serials cataloging,,Z 695.7 C16s,Z,695.7,C16s,TRUE,.C16s,.C,#NAME?,16,#NAME?,,,,,,,,,,,,,,,,
L0112068119,Z 695.7 C33,4245,,,,,,"Cannon, Judith Proctor",Serial cataloging  A comparison of AACR1 & 2,Metro publ. 28,Z 695.7 C33,Z,695.7,C33,TRUE,.C33,.C,#NAME?,33,#NAME?,,,,,,,,,,,,,,,,
L0112068077,Z 695.7 G86p,4246,,,,,,"Grenfell, David",Periodicals and serials,Second ed.,Z 695.7 G86p,Z,695.7,G86p,TRUE,.G86p,.G,#NAME?,86,#NAME?,,,,,,,,,,,,,,,,
L0112068036,Z 695.7 I63i 1988,4247,,,,,,,ISBD(S) : Serials,Revised ed.,Z 695.7 I63i 1988,Z,695.7,I63i,TRUE,.I63i,.I,#NAME?,63,#NAME?,1988,,,,,,,,,,,,,,,
L0112067996,Z 695.7 L79s,4248,,,,,,"Logan, Ida-Marie C.",A statistical method for evaluating serial holding,,Z 695.7 L79s,Z,695.7,L79s,TRUE,.L79s,.L,#NAME?,79,#NAME?,,,,,,,,,,,,,,,,
L0112067954,Z 695.7 O81s 1973,4249,,,,,,"Osborn, Andrew D.",Serial publications,Second ed.,Z 695.7 O81s 1973,Z,695.7,O81s,TRUE,.O81s,.O,#NAME?,81,#NAME?,1973,,,,,,,,,,,,,,,
L0112068382,Z 695.7 O81s 1980,4250,,,,,,"Osborn, Andrew D.",Serial publications,Third ed.,Z 695.7 O81s 1980,Z,695.7,O81s,TRUE,.O81s,.O,#NAME?,81,#NAME?,1980,,,,,,,,,,,,,,,
L0112068341,Z 695.7 S65p,4251,,,,,,"Smith, Lynn S.",A practical approach to serials cataloging,vol. 2,Z 695.7 S65p,Z,695.7,S65p,TRUE,.S65p,.S,#NAME?,65,#NAME?,,,,,,,,,,,,,,,,
L0112068309,Z 695.7 T46 1998,4252,,,,,,"Geer, Beverley | Caraway, Beatrice L.",Notes for serials cataloging,,Z 695.7 T46 1998,Z,695.7,T46,TRUE,.T46,.T,#NAME?,46,#NAME?,1998,,,,,,,,,,,,,,,
L0112068267,Z 695.7 U58g3,4253,,,,,,"MacNair, Mary Wilson",Guide to the cataloguing of periodicals,Third ed.,Z 695.7 U58g3,Z,695.7,U58g3,TRUE,.U58g3,.U,#NAME?,583,#NAME?,,,,,,,,,,,,,,,,
L0112068226,Z 695.7 W38s,4254,,,,,,"Weber, Sue E.",Serials workbook,,Z 695.7 W38s,Z,695.7,W38s,TRUE,.W38s,.W,#NAME?,38,#NAME?,,,,,,,,,,,,,,,,
L0112068184,Z 695.715 A589,4255,,,,,,,Anglo-American cataloging rules  Sound recordings,Chapter 14 revised,Z 695.715 A589,Z,695.715,A589,TRUE,.A589,.A,#NAME?,589,#NAME?,,,,,,,,,,,,,,,,
L0112068143,Z 695.715 F76s,4256,,,,,,"Foreman, Louis",Systematic discography,,Z 695.715 F76s,Z,695.715,F76s,TRUE,.F76s,.F,#NAME?,76,#NAME?,,,,,,,,,,,,,,,,
L0112068101,Z 695.715 S36m,4257,,,,,,"Scholz, Dell DuBose",A manual for the cataloging of recordings in publi,,Z 695.715 S36m,Z,695.715,S36m,TRUE,.S36m,.S,#NAME?,36,#NAME?,,,,,,,,,,,,,,,,
L0112068069,Z 695.715 U58r,4258,,,,,,,Rules for descriptive cataloging in the Library of,Second ed.,Z 695.715 U58r,Z,695.715,U58r,TRUE,.U58r,.U,#NAME?,58,#NAME?,,,,,,,,,,,,,,,,
L0112068028,Z 695.718 L37 1987,4259,,,,,,"Dooley, Jackie M.",LC thesaurus for graphic materials - topical terms,,Z 695.718 L37 1987,Z,695.718,L37,TRUE,.L37,.L,#NAME?,37,#NAME?,1987,,,,,,,,,,,,,,,
L0112067988,Z 695.718 U58r,4262,,,,,,,Rules for descriptive cataloging in the LC - pictu,,Z 695.718 U58r,Z,695.718,U58r,TRUE,.U58r,.U,#NAME?,58,#NAME?,,,,,,,,,,,,,,,,
L0112067947,Z 695.74 B43c 1972,4263,,,,,,"Bennett, Josiah Q.",The cataloging requirements of the book division o,Occ. Papers 3,Z 695.74 B43c 1972,Z,695.74,B43c,TRUE,.B43c,.B,#NAME?,43,#NAME?,1972,,,,,,,,,,,,,,,
L0112068895,Z 695.74 D92h 1973,4264,,,,,,"Dunkin, Paul Shaner",How to catalog a rare book,Second ed.,Z 695.74 D92h 1973,Z,695.74,D92h,TRUE,.D92h,.D,#NAME?,92,#NAME?,1973,,,,,,,,,,,,,,,
L0112068853,Z 695.74 G46 1983,4265,,,,,,,Genre terms  A thesaurus for use in rare book and,,Z 695.74 G46 1983,Z,695.74,G46,TRUE,.G46,.G,#NAME?,46,#NAME?,1983,,,,,,,,,,,,,,,
L0112068812,Z 695.74 U44 1991,4266,,,,,,,Descriptive cataloging of rare books,Second ed.,Z 695.74 U44 1991,Z,695.74,U44,TRUE,.U44,.U,#NAME?,44,#NAME?,1991,,,,,,,,,,,,,,,
L0112068770,Z 695.74 U54 1981,4267,,,,,,,Bibliographic description of rare books,,Z 695.74 U54 1981,Z,695.74,U54,TRUE,.U54,.U,#NAME?,54,#NAME?,1981,,,,,,,,,,,,,,,
L0112068739,Z 695.74 V36 1982,4268,,,,,,"VanWingen, Peter | Davis, Stephen Paul",Standard citation forms for rare book cataloging,,Z 695.74 V36 1982,Z,695.74,V36,TRUE,.V36,.V,#NAME?,36,#NAME?,1982,,,,,,,,,,,,,,,
L0112068697,Z 695.75 A84 1995,4269,,,,,,"Johnson, Bruce Chr.",Guidelines for bibliographic description of reprod,,Z 695.75 A84 1995,Z,695.75,A84,TRUE,.A84,.A,#NAME?,84,#NAME?,1995,,,,,,,,,,,,,,,
L0112068655,Z 695.78 L53 1985,4270,,,,,,,MARC conversion manual: athtoirites (series),Second ed.,Z 695.78 L53 1985,Z,695.78,L53,TRUE,.L53,.L,#NAME?,53,#NAME?,1985,,,,,,,,,,,,,,,
L0112068614,Z 695.8 C22c,4271,,,,,,"Carpenter, Michael",Corporate authorship  (dissertation),,Z 695.8 C22c,Z,695.8,C22c,TRUE,.C22c,.C,#NAME?,22,#NAME?,,,,,,,,,,,,,,,,
L0112068572,Z 695.8 C37 1981,4272,,,,,,"Carpenter, Michael",Corporate authorship  Its role in library catalogi,contributions 34,Z 695.8 C37 1981,Z,695.8,C37,TRUE,.C37,.C,#NAME?,37,#NAME?,1981,,,,,,,,,,,,,,,
L0112068531,Z 695.8 U58g 1931,6767,,,,,,"Pierson, Harriet Wheeler",Guide to the cataloging of the serial publications of societies and institutions,Second edition,Z 695.8 U58g 1931,Z,695.8,U58g,TRUE,.U58g,.U,#NAME?,58,#NAME?,1931,,,,,,,,,,,,,,,
L0112068499,Z 695.8 U58g 1931,,,,,,,"Pierson, Harriet Wheeler",Guide to the cataloging of the serial publications of societies and institutions,Second edition,Z 695.8 U58g 1931,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,,,
L0112068457,Z 695.8 V599c,4274,,,,,,"Verona, Eva",Corporate headings: their use in library catalogue,,Z 695.8 V599c,Z,695.8,V599c,TRUE,.V599c,.V,#NAME?,599,#NAME?,,,,,,,,,,,,,,,,
L0112068887,Z 695.83 D75u,4275,,,,,,"Downs, Robert B.",Union catalogs in the United States,,Z 695.83 D75u,Z,695.83,D75u,TRUE,.D75u,.D,#NAME?,75,#NAME?,,,,,,,,,,,,,,,,
L0112068846,Z 695.83 K96u,4276,,,,,,"Kuncaitis, Yadwiga",Union catalogs and bibliographic centers,,Z 695.83 K96u,Z,695.83,K96u,TRUE,.K96u,.K,#NAME?,96,#NAME?,,,,,,,,,,,,,,,,
L0112068804,Z 695.83 R38l,4277,,,,,,"Richardson, Ernest Cushing",A union world catalog of manuscript books,,Z 695.83 R38l,Z,695.83,R38l,TRUE,.R38l,.R,#NAME?,38,#NAME?,,,,,,,,,,,,,,,,
L0112068762,Z 695.87 A51g 1976,4278,,,,,,American Library Association,Guidelines for book catalogs,,Z 695.87 A51g 1976,Z,695.87,A51g,TRUE,.A51g,.A,#NAME?,51,#NAME?,1976,,,,,,,,,,,,,,,
